Prodigal_v2.6.3	58	45493	45969	+
Prodigal_v2.6.3	59	45966	46427	+
Prodigal_v2.6.3	60	46459	46752	-
Prodigal_v2.6.3	61	47042	47452	-
Prodigal_v2.6.3	62	47738	47944	+
RefSeq	1	191	736	+
RefSeq	2	711	2636	+
RefSeq	3	2633	2839	+
RefSeq	4	2836	4437	+
RefSeq	5	4418	5737	+
RefSeq	6	5132	5737	+
RefSeq	7	5747	6079	+
RefSeq	8	6135	7160	+
RefSeq	9	7202	7600	+
RefSeq	10	7612	7965	+
RefSeq	11	7977	8555	+
RefSeq	12	8552	8947	+
RefSeq	13	8955	9695	+
RefSeq	14	9711	10133	+
RefSeq	15	10115	10549	+
RefSeq	16	10542	13103	+
RefSeq	17	13100	13429	+
RefSeq	18	13429	14127	+
RefSeq	19	14276	14875	+
RefSeq	20	14773	15444	+
RefSeq	21	15505	18903	+
RefSeq	22	18965	19585	+
RefSeq	23	19650	20855	+
RefSeq	24	20147	20767	-
RefSeq	25	21029	21973	+
RefSeq	26	21973	22557	+
RefSeq	27	22686	23918	-
RefSeq	28	24509	25399	-
RefSeq	29	25396	26973	-
RefSeq	30	27812	28882	-
RefSeq	31	28860	29078	-
RefSeq	32	29118	29285	-
RefSeq	33	29374	29655	-
RefSeq	34	29847	30395	-
RefSeq	35	30839	31024	-
RefSeq	36	31005	31196	-
RefSeq	37	31169	31351	-
RefSeq	38	31348	32028	-
RefSeq	39	32025	32810	-
RefSeq	40	32816	33232	-
RefSeq	41	33187	33330	-
RefSeq	42	33299	33463	-
RefSeq	43	33536	33904	-
RefSeq	44	34087	34287	-
RefSeq	45	34271	34357	-
RefSeq	46	34482	35036	+
RefSeq	47	35037	35438	-
RefSeq	48	35825	36259	-
RefSeq	49	36275	37114	-
RefSeq	50	37227	37940	-
RefSeq	51	38041	38241	+
RefSeq	52	38360	38653	+
RefSeq	53	38686	39585	+
RefSeq	54	39582	40283	+
RefSeq	55	40280	40570	+
RefSeq	56	40644	41084	+
RefSeq	57	41081	41953	+
RefSeq	58	41950	42123	+
RefSeq	59	42090	42272	+
RefSeq	60	42269	42439	+
RefSeq	61	42429	43043	+
RefSeq	62	43040	43246	+
RefSeq	63	43224	43889	+
RefSeq	64	43886	44509	+
RefSeq	65	44621	44815	+
RefSeq	66	45186	45509	+
RefSeq	67	45192	45509	+
RefSeq	68	45493	45969	+
RefSeq	69	45966	46427	+
RefSeq	70	46186	46368	+
RefSeq	71	46459	46752	-
RefSeq	72	47042	47575	-
RefSeq	73	47738	47944	+
CGS	1	191	736	+
CGS	2	711	2636	+
CGS	3	2633	2839	+
CGS	4	2836	4437	+
CGS	5	4418	5737	+
CGS	6	5747	6079	+
CGS	7	6135	7160	+
CGS	8	7202	7600	+
CGS	9	7612	7965	+
CGS	10	7977	8555	+
CGS	11	8552	8947	+
CGS	12	8955	9695	+
CGS	13	9711	10133	+
CGS	14	10115	10549	+
CGS	15	10542	13103	+
CGS	16	13100	13429	+
CGS	17	13429	14127	+
CGS	18	14276	14875	+
CGS	19	14872	15444	+
CGS	20	15505	18903	+
CGS	21	18965	19585	+
CGS	22	19650	20855	+
CGS	23	21029	21973	+
CGS	24	21973	22557	+
CGS	25	22686	23918	-
CGS	26	24509	25399	-
CGS	27	25396	26973	-
CGS	28	27812	28882	-
CGS	29	29078	28860	-
CGS	30	29118	29285	-
CGS	31	29374	29655	-
CGS	32	29847	30395	-
CGS	33	30613	30392	-
CGS	34	30894	30712	-
CGS	35	31005	31196	-
CGS	36	31169	31351	-
CGS	37	31348	32028	-
CGS	38	32025	32810	-
CGS	39	32816	33112	-
CGS	40	33187	33330	-
CGS	41	33299	33463	-
CGS	42	33536	33904	-
CGS	43	34087	34287	-
CGS	44	34497	35036	+
CGS	45	35037	35360	-
CGS	46	35825	36259	-
CGS	47	36275	37114	-
CGS	48	37227	37940	-
CGS	49	38041	38241	+
CGS	50	38360	38653	+
CGS	51	38686	39585	+
CGS	52	39582	40283	+
CGS	53	40280	40570	+
CGS	54	40644	41084	+
CGS	55	41081	41953	+
CGS	56	41972	42169	+
CGS	57	42227	42439	+
CGS	58	42429	43043	+
CGS	59	43040	43246	+
CGS	60	43224	43889	+
CGS	61	43886	44509	+
CGS	62	45186	45509	+
CGS	63	45493	45969	+
CGS	64	45966	46427	+
CGS	65	46459	46752	-
CGS	66	47042	47494	-
CGS	67	47738	47944	+
CGS	68	48303	48109	-
CGS	69	48432	48319	-
CGS_extra	1	191	736	+
CGS_extra	2	711	2636	+
CGS_extra	3	2633	2839	+
CGS_extra	4	2836	4437	+
CGS_extra	5	4418	5737	+
CGS_extra	6	5747	6079	+
CGS_extra	7	6135	7160	+
CGS_extra	8	7202	7600	+
CGS_extra	9	7612	7965	+
CGS_extra	10	7977	8555	+
CGS_extra	11	8552	8947	+
CGS_extra	12	8955	9695	+
CGS_extra	13	9711	10133	+
CGS_extra	14	10115	10549	+
CGS_extra	15	10542	13103	+
CGS_extra	16	13100	13429	+
CGS_extra	17	13429	14127	+
CGS_extra	18	14090	14257	+
CGS_extra	19	14276	14875	+
CGS_extra	20	14872	15444	+
CGS_extra	21	15505	18903	+
CGS_extra	22	18965	19585	+
CGS_extra	23	19650	20855	+
CGS_extra	24	20815	20964	+
CGS_extra	25	21029	21973	+
CGS_extra	26	21973	22557	+
CGS_extra	27	22686	23918	-
CGS_extra	28	24045	23947	-
CGS_extra	29	24317	24108	-
CGS_extra	30	24509	25399	-
CGS_extra	31	25396	26973	-
CGS_extra	32	27164	27009	-
CGS_extra	33	27351	27157	-
CGS_extra	34	27604	27335	-
CGS_extra	35	27812	28882	-
CGS_extra	36	29078	28860	-
CGS_extra	37	29118	29285	-
CGS_extra	38	29374	29655	-
CGS_extra	39	29847	30395	-
CGS_extra	40	30613	30392	-
CGS_extra	41	30894	30712	-
CGS_extra	42	31005	31196	-
CGS_extra	43	31169	31351	-
CGS_extra	44	31348	32028	-
CGS_extra	45	32025	32810	-
CGS_extra	46	32816	33112	-
CGS_extra	47	33187	33330	-
CGS_extra	48	33299	33463	-
CGS_extra	49	33536	33904	-
CGS_extra	50	34006	33917	-
CGS_extra	51	34087	34287	-
CGS_extra	52	34497	35036	+
CGS_extra	53	35037	35360	-
CGS_extra	54	35471	35581	+
CGS_extra	55	35583	35672	+
CGS_extra	56	35825	36259	-
CGS_extra	57	36275	37114	-
CGS_extra	58	37227	37940	-
CGS_extra	59	38041	38241	+
CGS_extra	60	38360	38653	+
CGS_extra	61	38686	39585	+
CGS_extra	62	39582	40283	+
CGS_extra	63	40280	40570	+
CGS_extra	64	40644	41084	+
CGS_extra	65	41081	41953	+
CGS_extra	66	41972	42169	+
CGS_extra	67	42227	42439	+
CGS_extra	68	42429	43043	+
CGS_extra	69	43040	43246	+
CGS_extra	70	43224	43889	+
CGS_extra	71	43886	44509	+
CGS_extra	72	44690	44538	-
CGS_extra	73	44938	44654	-
CGS_extra	74	45186	45509	+
CGS_extra	75	45493	45969	+
CGS_extra	76	45966	46427	+
CGS_extra	77	46459	46752	-
CGS_extra	78	46994	46896	-
CGS_extra	79	47042	47494	-
CGS_extra	80	47736	47572	-
CGS_extra	81	47738	47944	+
CGS_extra	82	48303	48109	-
CGS_extra	83	48432	48319	-
